jfr cpu_and_mem_profiling.jfc
interval,time,overhead,file_size
0.004,48.74443929139999,0.06574420480352519,5870741.6
0.003,49.7645545976,0.08804791762940727,6310551.0
0.002,46.540625795000004,0.01756021712412512,7031973.2
0.001,48.349757066200006,0.057114906767470906,8965439.2
0.0005,48.12649171899999,0.05223345252631317,8897235.2
0.0001,48.4515498488,0.059340495362269,8948146.2

async-profiler
interval,time,overhead,file_size
0,47.3778593088,0,0
0.1,47.597837086000006,0.004643050159067628,321036.8
0.09,46.6979200114,-0.01435141450710722,339109.0
0.08,48.1962001134,0.017272642042904757,382342.6
0.07,46.28070159000001,-0.023157604307297276,401608.0
0.06,48.1101359122,0.015456093079832102,454370.0
0.05,46.1566369164,-0.025776225650895348,565552.0
0.04,48.82380343,0.03051940594815835,596254.8
0.03,47.6771737182,0.006317600958902116,789371.4
0.02,47.024028759,-0.007468267983443496,1113817.4
0.019,48.383326780999994,0.021222306935536017,1155776.2
0.018,47.2907289918,-0.001839051368532654,1253722.2
0.017,48.7626933026,0.029229560263031574,1301258.0
0.016,48.0629688182,0.014460541683291027,1347207.0
0.015,46.556201749,-0.017342648481531955,1452552.2
0.014,47.3096245716,-0.0014402241510166117,1564847.4
0.013,47.8280094318,0.009501276114355573,1662316.8
0.012,47.8538259404,0.010046182722139068,1714106.0
0.011,47.672444776999995,0.006217787643800973,1860420.8
0.01,47.8779792934,0.010555985261814314,2062744.0
0.009,49.595779689400004,0.04681343591621599,2309337.8
0.008,47.515528463600006,0.0029057698428860295,2538736.0
0.007,47.2790635754,-0.0020852722102968763,2778720.8
0.006,48.1097986344,0.015448974189174725,3203547.2
0.005,49.1020376716,0.03639206979703605,3846921.6
0.004,48.0683467004,0.014574052134764768,4410513.0
0.003,48.85458362280001,0.031169080569364627,5295741.0
0.002,47.5585078516,0.003812931724554436,7907105.6
0.001,48.6549670094,0.026955791570827572,13253575.6
0.0005,49.1582155994,0.03757781201121764,22013156.2
0.0001,52.65348346340001,0.11135210057116514,94659601.4
